"X","Y"
"30221","0"
"30226","0"
"30232","0"
"30236","0"
"30242","0"
"30247","0"
"30252","0"
"30257","0"
"30261","0"
"30266","0"
"30272","0"
"30276","0"
"30281","0"
"30286","0.113"
"30291","0"
"30296","-0.005"
"30302","0.047"
"30306","-0.34"
"30312","0.054"
"30316","0.185"
"30322","0.085"
"30326","0.317"
"30332","-0.06"
"30336","0.022"
"30342","0.127"
"30347","0.355"
"30352","-0.088"
"30357","0.137"
"30362","0.189"
"30366","-0.133"
"30372","0.047"
"30376","-0.088"
"30381","0.147"
"30386","-0.156"
"30391","0.088"
"30396","0.127"
"30402","-0.388"
"30406","0.286"
"30412","-0.385"
"30416","-0.008"
"30421","-0.208"
"30426","-0.008"
"30432","0.303"
"30436","-0.216"
"30442","0.279"
"30447","-0.246"
"30452","-0.026"
"30456","-0.119"
"30462","-0.044"
"30466","0.033"
"30472","-0.04"
"30476","0.04"
"30481","0.237"
"30486","-0.202"
"30491","0.133"
"30496","-0.008"
"30501","0.13"
"30506","-0.119"
"30511","0.217"
"30516","-0.589"
"30521","0.088"
"30526","0.458"
"30532","-0.081"
"30536","0.317"
"30542","-0.16"
"30547","-0.382"
"30552","-0.295"
"30556","-0.167"
"30561","-0.194"
"30566","0.272"
"30572","-0.088"
"30576","-0.194"
"30581","0.137"
"30586","-0.541"
"30591","0.157"
"30597","-0.026"
"30602","-0.284"
"30606","-0.16"
"30611","-0.278"
"30616","-0.26"
"30621","-0.116"
"30626","0.251"
"30632","-0.399"
"30636","-0.044"
"30642","0.036"
"30647","-0.392"
"30651","0.369"
"30656","-0.044"
"30661","-0.163"
"30666","0.03"
"30671","0.199"
"30676","-0.126"
"30681","0.185"
"30686","0.22"
"30691","-0.14"
"30697","0.237"
"30702","0.233"
"30706","-0.005"
"30712","0.358"
"30716","-0.371"
"30721","0.165"
"30726","0.054"
"30732","-0.347"
"30736","-0.012"
"30741","-0.167"
"30747","-0.046"
"30752","0.179"
"30756","0.227"
"30762","-0.163"
"30766","0.227"
"30772","0.071"
"30776","-0.433"
"30781","0.874"
"30786","0.141"
"30791","0.213"
"30796","-0.095"
"30802","0.006"
"30806","0.022"
"30812","-0.27"
"30816","0.161"
"30821","-0.26"
"30826","0.123"
"30832","-0.074"
"30836","-0.098"
"30841","0.369"
"30847","-0.208"
"30852","-0.268"
"30856","-0.03"
"30862","-0.465"
"30866","0.601"
"30872","-0.444"
"30876","0.618"
"30881","-0.254"
"30886","0.189"
"30891","-0.374"
"30896","0.109"
"30901","-0.533"
"30906","0.282"
"30912","-0.191"
"30916","-0.17"
"30921","0.344"
"30926","-0.475"
"30932","0.078"
"30936","0.645"
"30941","0.033"
"30947","0.639"
"30951","0.03"
"30956","-0.13"
"30962","-0.084"
"30966","0.03"
"30972","-0.326"
"30976","0.168"
"30981","-0.17"
"30986","0.379"
"30991","-0.69"
"30996","0.601"
"31002","0.116"
"31006","0.189"
"31012","0.008"
"31017","0.282"
"31022","-0.181"
"31026","0.382"
"31032","-0.181"
"31036","-0.198"
"31041","0.002"
"31047","0.272"
"31052","-0.395"
"31056","0.057"
"31062","-0.026"
"31066","-0.081"
"31071","0.504"
"31076","-0.33"
"31081","0.324"
"31086","-0.441"
"31091","0.372"
"31096","0"
"31101","0.088"
"31106","0"
"31111","0"
"31116","0"
"31121","0"
"31126","-0.15"
"31131","0"
"31136","-0.174"
"31142","0.444"
"31147","-0.243"
"31151","0"
"31156","0"
"31162","0"
"31166","0"
"31171","-0.537"
"31177","-0.064"
"31181","-0.454"
"31186","-0.256"
"31192","-0.156"
"31197","-0.147"
"31202","-0.306"
"31206","0.047"
"31211","-0.399"
"31216","-0.27"
"31221","0.231"
"31226","0.036"
"31231","-0.016"
"31236","0.407"
"31242","-0.074"
"31246","0.109"
"31252","0.102"
"31256","0.618"
"31262","-0.119"
"31266","0.424"
"31271","-0.026"
"31276","0.327"
"31282","-0.116"
"31286","-0.222"
"31291","0.154"
"31296","0.175"
"31302","-0.718"
"31306","0.116"
"31311","-0.336"
"31316","0.03"
"31321","0.175"
"31326","0.078"
"31331","-0.298"
"31336","0.289"
"31341","0.282"
"31347","-0.27"
"31352","0.334"
"31356","0.171"
"31362","-0.686"
"31366","0.195"
"31372","0.095"
"31376","-0.156"
"31381","-0.032"
"31386","-0.119"
"31391","-0.288"
"31396","0.175"
"31402","-0.523"
"31406","-0.046"
"31412","0.39"
"31416","-0.202"
"31421","-0.026"
"31426","0.074"
"31431","-0.333"
"31436","-0.019"
"31442","-0.547"
"31447","0"
"31451","0.13"
"31456","0.161"
"31461","0.04"
"31466","-0.399"
"31471","0.414"
"31476","-0.672"
"31481","0.486"
"31486","-0.804"
"31491","0.13"
"31496","-0.489"
"31501","0.008"
"31506","0.074"
"31512","0.393"
"31516","0.057"
"31521","0.41"
"31526","0.538"
"31531","-0.368"
"31536","-0.044"
"31542","0.269"
"31547","-0.336"
"31552","0.13"
"31556","-0.081"
"31561","0.39"
"31566","-0.742"
"31571","0.483"
"31576","-0.457"
"31581","-0.191"
"31586","0.203"
"31591","0.026"
"31596","-0.482"
"31602","-0.222"
"31606","0.231"
"31612","-0.738"
"31616","0.352"
"31621","-0.302"
"31626","-0.095"
"31631","-0.112"
"31636","0.331"
"31641","-0.078"
"31647","-0.04"
"31652","0.157"
"31656","-0.022"
"31662","0.099"
"31666","0.275"
"31672","-0.008"
"31676","0.195"
"31681","-0.106"
"31686","0.341"
"31691","0.217"
"31696","-0.278"
"31701","0.677"
"31706","-0.232"
"31711","-0.399"
"31716","0.016"
"31721","0.854"
"31726","-0.769"
"31731","0.746"
"31736","0.168"
"31741","0.171"
"31746","0.057"
"31751","-0.019"
"31756","-0.274"
"31762","0.203"
"31766","-0.61"
"31771","0.279"
"31776","0.019"
"31781","0.49"
"31786","-0.704"
"31791","0.448"
"31796","-0.25"
"31801","-0.236"
"31806","-0.212"
"31811","-0.005"
"31816","0.432"
"31822","0.587"
"31826","0.805"
"31832","-0.631"
"31836","0.466"
"31841","-0.074"
"31846","-0.102"
"31851","-0.274"
"31856","0.081"
"31862","-0.119"
"31867","-0.374"
"31871","0.147"
"31876","-0.044"
"31881","0.03"
"31886","0.168"
"31891","-0.147"
"31896","0"
"31901","-0.236"
"31906","0.061"
"31912","0.019"
"31916","0.279"
"31921","0.296"
"31926","-0.402"
"31932","0.171"
"31936","0.123"
"31941","-0.119"
"31947","-0.147"
"31951","0.123"
"31956","-0.319"
"31962","-0.177"
"31966","0.629"
"31971","-0.388"
"31976","0.611"
"31981","-0.036"
"31986","0.195"
"31992","0.272"
"31996","-0.13"
"32001","-0.102"
"32006","0.036"
"32012","0.317"
"32016","-0.479"
"32021","0"
"32026","0"
"32031","0"
"32036","0"
"32041","0"
"32047","0"
"32052","-0.756"
"32056","0"
"32061","0.026"
"32066","0"
"32071","0"
"32076","0.102"
"32081","0.179"
"32086","0"
"32091","0"
"32096","0"
"32101","0"
"32106","0"
"32112","0"
"32116","0"
"32121","0"
"32126","0"
"32131","0"
"32136","0"
"32141","0"
"32147","0"
"32151","0"
"32156","0"
"32161","0"
"32166","0"
"32171","0"
"32176","-0.219"
"32181","0.209"
"32186","0.081"
"32191","-0.016"
"32196","-0.184"
"32201","0.313"
"32206","-0.572"
"32212","0.404"
"32216","-0.046"
"32221","-0.036"
"32226","0.061"
"32231","-0.281"
"32236","0.074"
"32241","0.147"
"32246","-0.382"
"32251","-0.302"
"32256","0.137"
"32262","-0.385"
"32266","-0.064"
"32271","-0.177"
"32276","-0.05"
"32281","-0.205"
"32286","0.41"
"32291","-0.586"
"32296","0.095"
"32301","0.095"
"32306","-0.119"
"32311","-0.109"
"32316","-0.156"
"32321","0.209"
"32326","-0.13"
"32331","0.217"
"32336","-0.05"
"32341","0.22"
"32347","-0.06"
"32351","0.424"
"32356","-0.119"
"32361","-0.465"
"32366","0.13"
"32371","0.116"
"32376","-0.361"
"32381","0.133"
"32386","0.074"
"32391","0.144"
"32396","-0.147"
"32401","-0.191"
"32406","-0.364"
"32411","0.195"
"32416","0.141"
"32421","-0.319"
"32426","0.307"
"32432","-0.147"
"32436","0.643"
"32441","-0.648"
"32447","-0.295"
"32451","0.379"
"32456","-0.71"
"32462","-0.167"
"32466","0.573"
"32471","-0.392"
"32476","0.071"
"32481","0.171"
"32486","-0.008"
"32491","0.352"
"32496","0.237"
"32501","0.334"
"32506","-0.565"
"32511","0.047"
"32516","-0.14"
"32521","-0.575"
"32526","0.466"
"32531","0.071"
"32536","0.022"
"32541","-0.002"
"32547","-0.441"
"32551","0.504"
"32556","0.223"
"32561","-0.264"
"32566","0.247"
"32571","-0.316"
"32576","-0.167"
"32581","0.289"
"32586","0.085"
"32591","-0.482"
"32596","0.469"
"32601","-0.507"
"32606","-0.306"
"32611","0.251"
"32616","-0.208"
"32621","-0.16"
"32626","0.396"
"32631","-0.24"
"32636","0.338"
"32641","-0.071"
"32646","-0.177"
"32651","0.338"
"32656","0.154"
"32662","-0.256"
"32666","0.472"
"32671","-0.378"
"32676","-0.69"
"32681","0.106"
"32686","-0.188"
"32691","0.168"
"32696","-0.188"
"32701","0.057"
"32706","0.265"
"32711","0.504"
"32716","-0.569"
"32721","0.275"
"32726","-0.081"
"32731","-0.336"
"32736","0.604"
"32741","0.407"
"32747","-0.123"
"32751","0.109"
"32756","0.213"
"32761","-0.288"
"32766","-0.046"
"32771","0.348"
"32776","-0.144"
"32782","0.293"
"32786","-0.382"
"32792","0.071"
"32796","0.127"
"32801","0.036"
"32806","0.008"
"32811","0.036"
"32816","-0.03"
"32821","-0.008"
"32826","0.182"
"32831","0.396"
"32836","0.006"
"32841","0.175"
"32847","0.299"
"32851","-0.409"
"32856","0.13"
"32861","0.061"
"32866","-0.04"
"32872","0.019"
"32876","0.016"
"32881","0.033"
"32886","-0.092"
"32891","-0.032"
"32896","0.393"
"32901","-0.019"
"32906","-0.444"
"32911","-0.057"
"32916","-0.222"
"32921","0.247"
"32926","-0.254"
"32931","0.255"
"32936","-0.302"
"32941","-0.137"
"32946","0.047"
"32951","0.03"
"32956","-0.256"
"32962","-0.17"
"32966","-0.026"
"32971","-0.915"
"32976","0.344"
"32981","-0.16"
"32986","-0.13"
"32991","0.088"
"32996","0.4"
"33001","-0.531"
"33006","0.532"
"33011","-0.181"
"33016","-0.544"
"33021","0.113"
"33026","0.279"
"33031","-0.555"
"33036","0.362"
"33041","0.036"
"33047","-0.098"
"33051","-0.26"
"33056","0.272"
"33061","-0.226"
"33066","-0.333"
"33071","0.171"
"33076","0.054"
"33081","0.209"
"33086","0.116"
"33091","-0.191"
"33096","0"
"33101","0.382"
"33106","0.106"
"33111","0"
"33116","0.317"
"33121","0"
"33127","-0.144"
"33131","0"
"33136","0"
"33141","0"
"33146","0.047"
"33151","0"
"33156","-0.137"
"33161","0"
"33166","0.144"
"33171","-0.137"
"33176","-0.144"
"33181","0.144"
"33186","-0.15"
"33191","0"
"33196","-0.184"
"33201","0"
"33206","0"
"33211","0"
"33216","-0.409"
"33221","0"
"33227","0"
"33231","-0.17"
"33236","0.483"
"33241","-0.322"
"33246","0.068"
"33251","0.127"
"33256","-0.064"
"33261","-0.513"
"33266","0.241"
"33271","-0.482"
"33276","0.157"
"33282","-0.232"
"33286","0.106"
"33291","0.012"
"33296","0.261"
"33301","-0.147"
"33306","0.275"
"33311","0.372"
"33316","-0.582"
"33321","0.878"
"33326","-0.057"
"33331","0.41"
"33337","0.255"
"33342","-0.447"
"33346","-0.388"
"33351","0.189"
"33356","0.545"
"33361","-0.177"
"33366","0.057"
"33372","-0.123"
"33376","-0.461"
"33381","0.258"
"33386","-0.336"
"33391","-0.26"
"33396","0.088"
"33401","-0.368"
"33406","-0.084"
"33411","0.185"
"33416","0.137"
"33421","-0.34"
"33426","-0.03"
"33431","-0.336"
"33436","0.428"
"33441","-0.364"
"33446","0.217"
"33451","0.244"
"33456","-0.613"
"33462","0.76"
"33466","-0.243"
"33471","0.739"
"33476","-0.433"
"33481","0.344"
"33486","0.109"
"33491","-0.205"
"33496","0.317"
"33501","-0.044"
"33506","-0.457"
"33511","-0.205"
"33516","0.255"
"33521","-0.256"
"33526","0.233"
"33531","-0.106"
"33536","0.334"
"33541","-0.071"
"33547","-0.005"
"33551","0.303"
"33556","0.438"
"33561","-0.35"
"33566","0.088"
"33571","0.109"
"33576","0.171"
"33581","-0.43"
"33586","0.327"
"33591","-0.589"
"33596","0.217"
"33601","0.102"
"33606","-0.04"
"33611","0.199"
"33616","-0.144"
"33621","0.033"
"33626","-0.13"
"33631","-0.243"
"33636","0.438"
"33641","-0.547"
"33646","0.036"
"33651","-0.222"
"33656","-0.184"
"33661","-0.34"
"33666","-0.068"
"33671","0.165"
"33676","-0.25"
"33682","0.106"
"33686","-0.002"
"33691","0.396"
"33697","0.054"
"33702","0.289"
"33706","0.113"
"33711","0.071"
"33716","0.5"
"33721","-0.34"
"33726","0.303"
"33731","-0.306"
"33736","-0.167"
"33741","-0.26"
"33747","0.258"
"33751","0.41"
"33756","0.13"
"33762","0.303"
"33766","-0.05"
"33771","0.071"
"33776","-0.322"
"33781","0.157"
"33786","-0.036"
"33791","0"
"33796","-0.236"
"33801","0.012"
"33806","0.182"
"33812","-0.15"
"33816","0.061"
"33821","-0.092"
"33826","0.179"
"33831","-0.112"
"33836","-0.095"
"33841","-0.495"
"33846","0.258"
"33851","-0.202"
"33856","0.074"
"33862","-0.068"
"33866","0.258"
"33871","-0.144"
"33876","0.213"
"33881","-0.16"
"33886","-0.016"
"33891","-0.109"
"33896","0.04"
"33901","0.002"
"33906","-0.181"
"33911","0.123"
"33916","-0.095"
"33921","0.144"
"33926","0.026"
"33931","-0.04"
"33936","0.012"
"33941","0.293"
"33946","-0.298"
"33951","-0.116"
"33956","0.366"
"33961","-0.319"
"33966","0.486"
"33971","-0.302"
"33976","0.22"
"33981","-0.655"
"33986","-0.174"
"33991","-0.126"
"33996","-0.264"
"34001","-0.012"
"34006","-0.078"
"34011","-0.246"
"34016","0.324"
"34021","-0.561"
"34026","-0.05"
"34032","-0.112"
"34036","-0.005"
"34041","-0.198"
"34047","-0.24"
"34051","0.171"
"34056","-0.229"
"34062","0.334"
"34066","0.123"
"34071","-0.264"
"34076","-0.008"
"34081","0.074"
"34086","-0.298"
"34091","0.144"
"34096","-0.344"
"34101","0.168"
"34106","-0.032"
"34111","-0.229"
"34116","0.026"
"34121","-0.05"
"34126","-0.288"
"34131","0"
"34136","-0.229"
"34142","-0.071"
"34146","0.022"
"34151","-0.098"
"34156","-0.002"
"34161","0.078"
"34166","0.168"
"34171","-0.147"
"34177","0.113"
"34181","-0.437"
"34186","0.113"
"34191","-0.092"
"34196","-0.109"
"34201","0.033"
"34206","-0.388"
"34211","-0.03"
"34216","0.095"
"34221","-0.019"
"34226","-0.423"
"34231","0.251"
"34236","-0.371"
"34242","0.185"
"34246","-0.012"
"34251","0"
"34256","-0.354"
"34262","0.085"
"34266","-0.184"
"34271","0"
"34276","0"
"34281","0"
"34286","-0.074"
"34291","0"
"34296","0"
"34301","0"
"34306","0"
"34311","-0.361"
"34316","-0.181"
"34321","0"
"34326","-0.216"
"34331","0"
"34336","0"
"34342","0"
"34347","0"
"34351","0"
"34356","0"
"34362","0"
"34366","0"
"34371","0"
"34376","0"
"34382","0"
"34386","0"
"34390","0"
"34396","0"
"34401","0"
"34406","0"
"34411","0"
"34416","0.358"
"34421","-0.503"
"34426","0.428"
"34431","0"
"34436","0.189"
"34441","0.123"
"34446","-0.517"
"34451","0.251"
"34456","-0.589"
"34462","0.48"
"34466","-0.364"
"34471","0"
"34476","-0.112"
"34481","0.064"
"34486","-0.264"
"34491","0.444"
"34496","-0.03"
"34501","-0.316"
"34506","0.099"
"34511","-0.433"
"34516","-0.046"
"34521","0.057"
"34526","0.182"
"34531","0.127"
"34536","-0.181"
"34541","-0.216"
"34547","-0.451"
"34551","0.203"
"34556","0.31"
"34561","-0.268"
"34566","-0.019"
"34571","0.144"
"34576","-0.306"
"34581","-0.054"
"34586","-0.022"
"34591","-0.068"
"34596","-0.16"
"34601","-0.095"
"34606","-0.35"
"34611","-0.344"
"34616","0.366"
"34621","0.044"
"34626","0.379"
"34631","0.265"
"34636","-0.499"
"34642","0.279"
"34647","-0.274"
"34651","0.261"
"34656","-0.558"
"34661","0.265"
"34665","-0.284"
"34671","-0.057"
"34676","0.213"
"34681","-0.002"
"34686","-0.319"
"34691","-0.16"
"34696","-0.243"
"34701","-0.457"
"34706","0.209"
"34711","-0.274"
"34716","0.102"
"34721","0.195"
"34726","0.061"
"34731","-0.116"
"34736","-0.057"
"34741","-0.177"
"34747","0.036"
"34751","-0.256"
"34756","0.168"
"34761","-0.026"
"34766","-0.022"
"34771","0.019"
"34776","0.05"
"34781","-0.306"
"34786","0.033"
"34791","-0.109"
"34796","-0.036"
"34801","-0.036"
"34806","-0.33"
"34811","0.372"
"34816","0.008"
"34821","0.106"
"34826","-0.25"
"34831","0.092"
"34836","-0.133"
"34841","0.03"
"34847","-0.219"
"34851","0.231"
"34856","-0.17"
"34862","0.334"
"34866","-0.074"
"34871","0.272"
"34876","-0.374"
"34881","0.223"
"34886","-0.147"
"34891","0.141"
"34896","0.207"
"34901","-0.24"
"34906","0.255"
"34911","-0.229"
"34916","-0.057"
"34921","0.185"
"34926","-0.243"
"34931","-0.144"
"34936","0.047"
"34941","-0.264"
"34947","0.137"
"34951","-0.044"
"34956","-0.068"
"34961","-0.292"
"34966","0.161"
"34971","-0.102"
"34976","-0.212"
"34981","-0.064"
"34986","-0.402"
"34991","-0.012"
"34996","0.05"
"35001","-0.054"
"35006","-0.123"
"35011","0.133"
"35017","-0.002"
"35021","0.144"
"35026","0.071"
"35031","-0.06"
"35036","-0.022"
"35041","-0.292"
"35046","0.261"
"35051","-0.205"
"35056","0.054"
"35061","0.044"
"35066","0.185"
"35071","-0.208"
"35076","0.247"
"35081","0.095"
"35086","-0.243"
"35091","0.261"
"35096","0.071"
"35102","-0.064"
"35106","0.074"
"35111","0.057"
"35116","-0.205"
"35121","0.165"
"35126","0.133"
"35131","-0.208"
"35136","-0.109"
"35141","0.016"
"35146","-0.098"
"35151","-0.005"
"35156","0.227"
"35161","0.03"
"35166","-0.451"
"35171","0.044"
"35176","0"
"35181","0"
"35186","0"
"35191","0"
"35196","0"
"35201","0"
"35206","-0.032"
"35211","0.116"
"35216","0"
"35221","0"
"35226","0"
"35231","0"
"35236","0"
"35241","0"
"35246","-0.137"
"35251","0.286"
"35256","0.141"
"35261","0"
"35266","0"
"35271","0"
"35276","0"
"35281","0.116"
"35286","0"
"35292","0"
"35296","0"
"35301","0"
"35306","0"
"35311","0"
"35316","-0.002"
"35321","0.05"
"35326","0"
"35331","-0.116"
"35336","0.209"
"35341","-0.333"
"35347","0.137"
"35351","0.03"
"35356","0.071"
"35361","-0.116"
"35366","0.133"
"35371","-0.126"
"35376","-0.005"
"35381","0.064"
"35386","-0.054"
"35391","-0.153"
"35396","-0.03"
"35401","-0.074"
"35406","-0.226"
"35411","0.057"
"35416","-0.012"
"35421","-0.461"
"35426","-0.044"
"35431","0.064"
"35436","-0.254"
"35441","0.269"
"35446","-0.184"
"35451","0.016"
"35456","0.092"
"35461","-0.13"
"35466","-0.032"
"35471","-0.054"
"35476","0.068"
"35481","-0.147"
"35486","0.137"
"35491","-0.137"
"35496","0.362"
"35501","-0.092"
"35506","-0.344"
"35511","0.002"
"35516","-0.002"
"35521","-0.16"
"35526","0.313"
"35531","0.05"
"35536","-0.137"
"35541","0.109"
"35546","0.019"
"35551","-0.153"
"35556","0.04"
"35561","0.044"
"35566","-0.098"
"35571","0.006"
"35576","0.102"
"35581","-0.057"
"35586","-0.074"
"35591","0.147"
"35596","-0.25"
"35601","-0.016"
"35606","-0.219"
"35611","0.127"
"35616","0.047"
"35621","-0.054"
"35626","0.127"
"35631","-0.133"
"35636","0.054"
"35641","0.147"
"35646","-0.288"
"35651","-0.174"
"35656","0.227"
"35661","-0.144"
"35666","0.203"
"35671","-0.044"
"35676","0.044"
"35681","-0.081"
"35685","0.366"
"35691","-0.254"
"35696","-0.326"
"35701","-0.074"
"35706","-0.008"
"35711","-0.106"
"35716","0.157"
"35721","-0.081"
"35726","-0.232"
"35731","0.088"
"35736","-0.005"
"35741","-0.074"
"35746","0.054"
"35751","-0.084"
"35756","-0.14"
"35761","-0.098"
"35766","-0.057"
"35771","0.019"
"35776","-0.032"
"35781","0.081"
"35786","-0.008"
"35791","-0.198"
"35796","0.296"
"35801","0.026"
"35807","-0.219"
"35811","0.008"
"35816","0.071"
"35821","0.026"
"35826","-0.326"
"35831","0.418"
"35836","-0.246"
"35841","0.514"
"35846","-0.098"
"35850","0.317"
"35855","-0.243"
"35861","0.022"
"35866","-0.078"
"35871","0.514"
"35876","-0.302"
"35881","0.203"
"35886","0.282"
"35891","0.033"
"35896","0.068"
"35901","0.265"
"35906","0.016"
"35911","0.195"
"35916","0.008"
"35921","-0.019"
"35926","-0.382"
"35931","-0.102"
"35936","-0.336"
"35941","0.047"
"35946","-0.074"
"35951","0.047"
"35956","-0.308"
"35961","0.494"
"35966","-0.419"
"35971","0.026"
"35976","-0.17"
"35981","0.514"
"35986","-0.167"
"35991","0.521"
"35996","-0.447"
"36001","0.012"
"36006","-0.191"
"36011","0.265"
"36016","-0.016"
"36021","-0.095"
"36026","0.362"
"36031","-0.205"
"36036","0.168"
"36041","0.444"
"36047","0.002"
"36051","-0.26"
"36056","0.231"
"36061","0.033"
"36066","-0.092"
"36071","0.13"
"36076","0.095"
"36081","0.026"
"36085","0.293"
"36090","-0.34"
"36096","0.061"
"36101","-0.527"
"36106","0.448"
"36111","0.057"
"36116","0.393"
"36121","-0.25"
"36126","0.407"
"36131","-0.071"
"36136","0.161"
"36141","0.203"
"36146","-0.005"
"36151","-0.295"
"36156","0.207"
"36161","0.102"
"36166","0.466"
"36171","-0.679"
"36176","0.428"
"36181","0"
"36186","0"
"36191","0.884"
"36196","0.071"
"36201","0"
"36206","0.293"
"36211","0.095"
"36216","0"
"36221","0"
"36226","0"
"36231","0"
"36236","0"
"36241","0"
"36246","0"
"36251","-0.03"
"36256","0"
"36261","0"
"36266","0.313"
"36271","-0.333"
"36276","-0.026"
"36281","-0.25"
"36285","0.133"
"36291","0"
"36296","0"
"36301","0"
"36306","0"
"36311","0"
"36316","0"
"36320","0"
"36326","0"
"36331","0"
"36336","0"
"36341","0"
"36347","0"
"36351","0"
"36356","0"
"36362","0"
"36366","0"
"36371","0"
"36376","0"
"36381","0"
"36386","0.147"
"36391","-0.468"
"36396","0.199"
"36401","0"
"36406","0"
"36411","-0.081"
"36416","-0.022"
"36421","-0.177"
"36426","0.573"
"36431","-0.531"
"36436","0.213"
"36441","-0.292"
"36446","0.241"
"36451","0.182"
"36456","0.279"
"36461","-0.419"
"36466","-0.163"
"36471","-0.095"
"36476","-0.16"
"36481","-0.016"
"36486","0.265"
"36491","0.022"
"36496","0.418"
"36501","-0.264"
"36506","0.379"
"36511","0.026"
"36516","-0.322"
"36521","0.151"
"36526","-0.13"
"36531","0.03"
"36536","-0.012"
"36541","0.057"
"36546","0.244"
"36551","0.199"
"36556","-0.333"
"36561","-0.005"
"36566","-0.413"
"36571","-0.202"
"36576","-0.174"
"36581","0.074"
"36586","-0.208"
"36591","0.213"
"36598","-0.274"
"36603","0.307"
"36608","-0.385"
"36613","0.026"
"36618","-0.032"
"36622","0.04"
"36626","-0.106"
"36631","0.019"
"36636","0.006"
"36641","-0.022"
"36646","-0.054"
"36651","0.147"
"36656","-0.326"
"36661","-0.177"
"36666","-0.133"
"36671","0.161"
"36676","-0.385"
"36681","0.068"
"36686","-0.354"
"36691","0.019"
"36696","0.144"
"36701","0.154"
"36706","-0.208"
"36711","0.483"
"36716","-0.074"
"36721","0.044"
"36726","0.247"
"36731","-0.064"
"36736","-0.382"
"36741","0.307"
"36746","0.006"
"36751","0.272"
"36756","-0.005"
"36761","-0.226"
"36766","-0.019"
"36771","-0.044"
"36777","-0.485"
"36781","0.663"
"36785","-0.188"
"36790","0.632"
"36796","-0.156"
"36801","-0.229"
"36806","0.033"
"36811","-0.24"
"36816","-0.13"
"36821","0.03"
"36826","0.269"
"36831","0.193"
"36836","-0.002"
"36841","-0.04"
"36847","-0.06"
"36851","-0.012"
"36856","0.414"
"36861","-0.219"
"36866","0.476"
"36871","-0.517"
"36876","0.556"
"36881","-0.354"
"36885","0.157"
"36890","-0.533"
"36895","0.279"
"36901","-0.254"
"36906","0.13"
"36911","-0.123"
"36916","-0.046"
"36921","0.418"
"36926","0.244"
"36931","-0.064"
"36936","0.022"
"36941","-0.026"
"36946","-0.202"
"36951","0.382"
"36956","-0.236"
"36961","0.42"
"36966","-0.43"
"36971","0.269"
"36976","0.209"
"36981","0.396"
"36986","-0.256"
"36991","-0.074"
"36996","0.161"
"37001","-0.333"
"37006","0.282"
"37011","-0.046"
"37015","0.061"
"37020","0.341"
"37026","-0.191"
"37031","-0.116"
"37036","-0.019"
"37041","-0.268"
"37046","0.019"
"37051","-0.35"
"37056","0.231"
"37061","-0.322"
"37066","0.233"
"37071","0.006"
"37076","0.444"
"37081","-0.005"
"37086","-0.071"
"37091","-0.409"
"37096","0.13"
"37101","0.362"
"37106","-0.302"
"37110","0.507"
"37116","0.5"
"37121","-0.385"
"37126","-0.005"
"37131","-0.232"
"37136","0.213"
"37141","0.227"
"37146","0.175"
"37151","-0.068"
"37156","-0.25"
"37161","0.137"
"37165","-0.078"
"37170","-0.194"
"37177","-0.312"
"37181","0.341"
"37186","-0.03"
"37191","0.31"
"37196","-0.336"
"37200","-0.177"
"37206","0.147"
"37211","0.061"
"37216","-0.071"
"37221","-0.16"
"37226","-0.147"
"37230","0.137"
"37236","-0.04"
"37241","0.265"
"37246","-0.012"
"37251","-0.102"
"37256","-0.046"
"37261","-0.385"
"37266","-0.167"
"37270","0.057"
"37276","0.175"
"37281","0.03"
"37286","0.182"
"37291","-0.326"
"37296","0.251"
"37300","-0.208"
"37306","0.442"
"37310","0.106"
"37316","-0.109"
"37321","0.289"
"37325","0.002"
"37331","-0.123"
"37336","0.154"
"37341","-0.03"
"37346","-0.177"
"37351","-0.52"
"37356","0.338"
"37361","-0.357"
"37366","0.078"
"37371","0.241"
"37376","-0.34"
"37380","0.071"
"37386","0.199"
"37390","-0.019"
"37396","-0.302"
"37401","0.348"
"37406","-0.326"
"37410","-0.281"
"37416","-0.05"
"37421","-0.126"
"37426","-0.032"
"37430","0.061"
"37436","-0.144"
"37440","-0.112"
"37446","-0.243"
"37451","0"
"37456","-0.123"
"37460","0.207"
"37466","-0.188"
"37471","-0.016"
"37476","0.088"
"37481","0.078"
"37485","0.127"
"37490","0.286"
"37496","-0.177"
"37501","0.157"
"37506","0.04"
"37511","-0.102"
"37515","0.168"
"37520","-0.095"
"37526","0.247"
"37531","0.095"
"37536","-0.288"
"37540","-0.188"
"37546","-0.026"
"37551","-0.374"
"37556","0.085"
"37561","-0.531"
"37566","0.036"
"37571","-0.232"
"37576","-0.044"
"37581","0.362"
"37585","-0.537"
"37590","0.432"
"37596","-0.814"
"37600","0.57"
"37606","0.293"
"37610","-0.012"
"37615","0"
"37620","-0.177"
"37626","0.438"
"37630","0"
"37636","-0.288"
"37640","0"
"37647","0"
"37651","-0.137"
"37656","0"
"37661","0"
"37666","0"
"37670","-0.33"
"37676","0.275"
"37681","0"
"37685","0"
"37691","-0.012"
"37696","-0.371"
"37700","-0.03"
"37706","0.182"
"37711","0.171"
"37716","-0.322"
"37720","0.591"
"37726","-0.292"
"37730","0.033"
"37736","0.255"
"37740","-0.312"
"37747","-0.03"
"37751","-0.202"
"37756","0.31"
"37761","0.095"
"37766","-0.137"
"37770","0.068"
"37776","-0.284"
"37780","0.486"
